Frank-Hertz Experiment		
		
Vr(V)= 1.5		
Cathode Heater Current (mA) = 340		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
0.00	0.20	163.42
0.10	0.18	163.40
0.20	0.02	163.40
0.30	0.04	163.38
0.40	0.08	163.38
0.50	0.20	163.35
0.60	0.04	163.35
0.70	0.18	163.34
0.80	0.01	163.34
0.90	0.13	163.31
1.00	0.10	163.31
1.10	0.09	163.29
1.20	0.16	163.29
1.30	0.18	163.27
1.40	0.05	163.27
1.50	0.05	163.24
1.60	0.00	163.24
1.70	0.18	163.22
1.80	0.06	163.22
1.90	0.14	163.22
2.00	0.23	163.20
2.10	0.07	163.20
2.20	0.26	163.17
2.30	0.05	163.17
2.40	0.27	163.15
2.50	0.26	163.15
2.60	0.09	163.14
2.70	0.23	163.14
2.80	0.40	163.12
2.90	0.42	163.12
3.00	0.79	163.09
3.10	0.85	163.09
3.20	1.31	163.07
3.30	1.77	163.07
3.40	2.51	163.06
3.50	3.18	163.06
3.60	4.05	163.04
3.70	5.02	163.04
3.80	6.29	163.02
3.90	7.31	163.02
4.00	9.01	163.00
4.10	10.59	163.00
4.20	12.75	162.99
4.30	14.77	162.99
4.40	17.48	162.97
4.50	20.70	162.97
4.60	24.02	162.95
4.70	28.13	162.95
4.80	31.99	162.93
4.90	37.57	162.93
5.00	42.78	162.92
5.10	50.05	162.92
5.20	56.76	162.90
5.30	65.86	162.90
5.40	74.79	162.88
5.50	86.29	162.88
5.60	96.76	162.87
5.70	110.79	162.87
5.80	123.74	162.85
5.90	138.27	162.85
6.00	151.23	162.84
6.10	165.26	162.84
6.20	173.33	162.82
6.30	176.17	162.82
6.40	171.42	162.81
6.50	163.36	162.81
6.60	153.50	162.80
6.70	142.80	162.80
6.80	135.27	162.80
6.90	127.37	162.79
7.00	121.12	162.79
7.10	114.31	162.77
7.20	107.12	162.77
7.30	101.53	162.76
7.40	94.81	162.76
7.50	89.26	162.75
7.60	82.74	162.75
7.70	77.75	162.74
7.80	72.98	162.74
7.90	68.47	162.72
8.00	65.32	162.72
8.10	63.32	162.71
8.20	62.45	162.71
8.30	62.80	162.70
8.40	64.29	162.70
8.50	66.35	162.69
8.60	69.94	162.69
8.70	73.92	162.68
8.80	79.13	162.68
8.90	86.65	162.67
9.00	94.67	162.67
9.10	105.51	162.66
9.20	116.15	162.66
9.30	130.54	162.65
9.40	146.31	162.65
9.50	161.54	162.65
9.60	182.40	162.65
9.70	201.95	162.64
9.80	227.82	162.64
9.90	256.58	162.63
10.00	281.80	162.63
10.10	310.96	162.62
10.20	347.86	162.62
10.30	380.73	162.62
10.40	423.57	162.62
10.50	461.97	162.61
10.60	505.33	162.61
10.70	544.14	162.61
10.80	589.84	162.61
10.90	621.18	162.60
11.00	642.39	162.60
11.10	639.56	162.61
11.20	613.93	162.61
11.30	568.17	162.59
11.40	497.14	162.59
11.50	435.91	162.59
11.60	368.29	162.59
11.70	317.14	162.58
11.80	281.10	162.58
11.90	244.97	162.58
12.00	218.47	162.58
12.10	189.93	162.58
12.20	168.30	162.58
12.30	146.80	162.58
12.40	131.35	162.58
12.50	114.55	162.58
12.60	103.28	162.58
12.70	93.01	162.58
12.80	87.59	162.58
12.90	84.60	162.58
13.00	84.64	162.58
13.10	87.53	162.58
13.20	91.96	162.58
13.30	99.63	162.58
13.40	109.22	162.58
13.50	119.50	162.58
13.60	131.23	162.59
13.70	148.37	162.59
13.80	165.04	162.58
13.90	187.25	162.58
14.00	208.71	162.58
14.10	235.19	162.58
14.20	265.86	162.59
14.30	296.02	162.59
14.40	333.35	162.59
14.50	367.23	162.59
14.60	404.30	162.59
14.70	452.54	162.59
14.80	495.26	162.58
14.90	551.56	162.58
15.00	602.63	162.59
15.10	667.27	162.59
15.20	727.70	162.59
15.30	785.35	162.59
15.40	857.52	162.59
15.50	916.89	162.59
15.60	981.66	162.59
15.70	1023.62	162.59
15.80	1052.72	162.60
15.90	1050.94	162.60
16.00	1011.24	162.60
16.10	945.75	162.60
16.20	841.03	162.60
16.30	743.71	162.60
16.40	636.28	162.60
16.50	558.38	162.60
16.60	480.19	162.61
16.70	421.80	162.61
16.80	357.89	162.60
16.90	301.16	162.60
17.00	258.15	162.61
17.10	214.44	162.61
17.20	185.53	162.62
17.30	158.44	162.62
17.40	140.19	162.63
17.50	126.61	162.63
17.60	114.01	162.63
17.70	108.17	162.63
17.80	106.38	162.63
17.90	108.35	162.64
18.00	114.62	162.64
18.10	122.50	162.65
18.20	134.86	162.65
18.30	147.52	162.66
18.40	166.55	162.66
18.50	185.94	162.68
18.60	210.74	162.68
18.70	235.55	162.68
18.80	266.79	162.68
18.90	302.93	162.70
19.00	336.11	162.70
19.10	379.79	162.71
19.20	418.17	162.71
19.30	469.70	162.73
19.40	517.71	162.73
19.50	578.24	162.74
19.60	631.57	162.74
19.70	704.19	162.75
19.80	761.96	162.75
19.90	841.50	162.77
20.00	910.27	162.77
20.10	997.47	162.78
20.20	1073.46	162.78
20.30	1161.16	162.80
20.40	1226.66	162.80
20.50	1287.35	162.81
20.60	1335.37	162.81
20.70	1353.96	162.83
20.80	1339.04	162.83
20.90	1284.61	162.84
21.00	1198.70	162.84
21.10	1109.38	162.85
21.20	999.49	162.85
21.30	913.71	162.87
21.40	814.69	162.87
21.50	734.03	162.88
21.60	652.18	162.88
21.70	554.42	162.89
21.80	476.25	162.89
21.90	397.40	162.91
22.00	344.13	162.91
22.10	295.67	162.93
22.20	259.39	162.93
22.30	222.59	162.94
22.40	193.86	162.94
22.50	175.58	162.96
22.60	161.49	162.96
22.70	155.78	162.98
22.80	154.15	162.98
22.90	156.48	163.00
23.00	163.43	163.00
23.10	173.41	163.00
23.20	190.12	163.02
23.30	208.03	163.02
23.40	233.73	163.04
23.50	258.71	163.04
23.60	291.86	163.05
23.70	322.23	163.05
23.80	363.46	163.07
23.90	401.85	163.07
24.00	452.47	163.09
24.10	497.60	163.09
24.20	555.82	163.11
24.30	620.54	163.11
24.40	674.84	163.13
24.50	749.29	163.13
24.60	814.60	163.15
24.70	899.81	163.15
24.80	975.95	163.16
24.90	1070.02	163.16
25.00	1149.86	163.18
25.10	1231.92	163.18
25.20	1325.56	163.20
25.30	1394.67	163.20
25.40	1463.79	163.23
25.50	1504.42	163.23
25.60	1523.89	163.24
25.70	1512.31	163.24
25.80	1480.86	163.26
25.90	1425.01	163.26
26.00	1352.85	163.28
26.10	1284.28	163.28
26.20	1215.51	163.29
26.30	1119.84	163.29
26.40	1030.39	163.32
26.50	917.89	163.32
26.60	822.77	163.34
26.70	717.72	163.34
26.80	634.08	163.36
26.90	555.58	163.36
27.00	496.47	163.37
27.10	432.51	163.37
27.20	383.61	163.39
27.30	336.55	163.39
27.40	302.70	163.41
27.50	279.25	163.41
27.60	259.69	163.44
27.70	246.18	163.44
27.80	238.39	163.46
27.90	235.26	163.46
28.00	239.54	163.46
28.10	248.60	163.49
28.20	264.75	163.49
28.30	282.44	163.50
28.40	307.24	163.50
28.50	330.55	163.53
28.60	360.42	163.53
28.70	400.30	163.56
28.80	437.24	163.56
28.90	487.52	163.59
29.00	534.16	163.59
29.10	589.32	163.61
29.20	642.09	163.61
29.30	711.77	163.64
29.40	776.15	163.64
29.50	854.77	163.66
29.60	927.77	163.66
29.70	1013.86	163.68
29.80	1107.71	163.68
29.90	1190.01	163.71
30.00	1285.03	163.71
