Frank-Hertz Experiment		
		
Vr(V)= 1.0		
Cathode Heater Current (mA) = 300		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
0.00	0.29	101.49
0.10	0.16	101.49
0.20	0.05	101.47
0.30	0.04	101.47
0.40	0.07	101.46
0.50	0.00	101.46
0.60	0.16	101.45
0.70	0.01	101.45
0.80	0.05	101.43
0.90	0.02	101.43
1.00	0.07	101.42
1.10	0.07	101.42
1.20	0.01	101.40
1.30	0.10	101.40
1.40	0.03	101.39
1.50	0.17	101.39
1.60	0.01	101.38
1.70	0.05	101.38
1.80	0.02	101.37
1.90	0.00	101.37
2.00	0.03	101.35
2.10	0.17	101.35
2.20	0.12	101.34
2.30	0.13	101.34
2.40	0.07	101.33
2.50	0.12	101.33
2.60	0.17	101.33
2.70	0.11	101.31
2.80	0.02	101.31
2.90	0.11	101.30
3.00	0.02	101.30
3.10	0.02	101.29
3.20	0.07	101.29
3.30	0.17	101.27
3.40	0.04	101.27
3.50	0.05	101.27
3.60	0.01	101.27
3.70	0.02	101.26
3.80	0.03	101.26
3.90	0.05	101.25
4.00	0.14	101.25
4.10	0.03	101.23
4.20	0.06	101.23
4.30	0.14	101.23
4.40	0.30	101.23
4.50	0.13	101.21
4.60	0.23	101.21
4.70	0.12	101.20
4.80	0.00	101.20
4.90	0.20	101.18
5.00	0.08	101.18
5.10	0.15	101.17
5.20	0.20	101.17
5.30	0.11	101.16
5.40	0.04	101.16
5.50	0.07	101.15
5.60	0.13	101.15
5.70	0.01	101.14
5.80	0.08	101.14
5.90	0.01	101.13
6.00	0.10	101.13
6.10	0.35	101.11
6.20	0.01	101.11
6.30	0.12	101.10
6.40	0.24	101.10
6.50	0.10	101.09
6.60	0.07	101.09
6.70	0.24	101.08
6.80	0.03	101.08
6.90	0.05	101.07
7.00	0.04	101.07
7.10	0.01	101.07
7.20	0.05	101.06
7.30	0.10	101.06
7.40	0.04	101.05
7.50	0.21	101.05
7.60	0.16	101.04
7.70	0.24	101.04
7.80	0.17	101.02
7.90	0.14	101.02
8.00	0.19	101.01
8.10	0.29	101.01
8.20	0.15	101.00
8.30	0.38	101.00
8.40	0.35	100.99
8.50	0.45	100.99
8.60	0.39	100.97
8.70	0.27	100.97
8.80	0.34	100.96
8.90	0.54	100.96
9.00	0.50	100.95
9.10	0.61	100.95
9.20	0.59	100.94
9.30	0.61	100.94
9.40	0.79	100.93
9.50	0.80	100.93
9.60	0.80	100.92
9.70	0.74	100.92
9.80	1.02	100.91
9.90	1.09	100.91
10.00	0.99	100.90
10.10	1.05	100.90
10.20	1.34	100.89
10.30	1.00	100.89
10.40	1.42	100.87
10.50	1.45	100.87
10.60	1.73	100.86
10.70	1.84	100.86
10.80	2.19	100.85
10.90	2.46	100.85
11.00	3.06	100.84
11.10	3.97	100.84
11.20	5.33	100.83
11.30	7.17	100.83
11.40	9.76	100.83
11.50	12.24	100.81
11.60	15.24	100.81
11.70	18.31	100.80
11.80	21.84	100.80
11.90	26.81	100.79
12.00	31.76	100.79
12.10	39.11	100.78
12.20	47.47	100.78
12.30	59.44	100.76
12.40	72.21	100.76
12.50	88.65	100.76
12.60	101.45	100.76
12.70	115.14	100.75
12.80	126.09	100.75
12.90	139.48	100.73
13.00	153.61	100.73
13.10	172.33	100.72
13.20	188.88	100.72
13.30	208.53	100.71
13.40	227.57	100.71
13.50	244.61	100.70
13.60	262.26	100.70
13.70	283.67	100.69
13.80	302.25	100.69
13.90	324.14	100.67
14.00	343.02	100.67
14.10	363.96	100.66
14.20	386.08	100.66
14.30	404.94	100.65
14.40	426.11	100.65
14.50	443.47	100.64
14.60	460.74	100.64
14.70	481.36	100.63
14.80	498.77	100.63
14.90	519.35	100.61
15.00	537.31	100.61
