Frank-Hertz Experiment		
		
Vr(V)= 1.0		
Cathode Heater Current (mA) = 300		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
0.00	0.01	108.16
0.10	0.13	108.16
0.20	0.03	108.16
0.30	0.07	108.15
0.40	0.01	108.15
0.50	0.01	108.14
0.60	0.08	108.14
0.70	0.01	108.13
0.80	0.18	108.13
0.90	0.02	108.13
1.00	0.13	108.13
1.10	0.08	108.12
1.20	0.11	108.12
1.30	0.08	108.11
1.40	0.06	108.11
1.50	0.05	108.11
1.60	0.09	108.11
1.70	0.05	108.10
1.80	0.15	108.10
1.90	0.06	108.10
2.00	0.09	108.08
2.10	0.15	108.08
2.20	0.12	108.08
2.30	0.01	108.08
2.40	0.00	108.07
2.50	0.17	108.07
2.60	0.09	108.07
2.70	0.10	108.07
2.80	0.03	108.06
2.90	0.12	108.06
3.00	0.01	108.05
3.10	0.16	108.05
3.20	0.00	108.04
3.30	0.03	108.04
3.40	0.16	108.04
3.50	0.07	108.04
3.60	0.17	108.02
3.70	0.14	108.02
3.80	0.08	108.02
3.90	0.12	108.02
4.00	0.11	108.01
4.10	0.17	108.01
4.20	0.09	108.01
4.30	0.12	108.01
4.40	0.08	108.01
4.50	0.05	108.01
4.60	0.05	108.01
4.70	0.17	108.01
4.80	0.16	107.99
4.90	0.12	107.99
5.00	0.04	107.99
5.10	0.31	107.99
5.20	0.18	107.99
5.30	0.10	107.99
5.40	0.19	107.98
5.50	0.02	107.98
5.60	0.16	107.97
5.70	0.23	107.97
5.80	0.14	107.96
5.90	0.03	107.96
6.00	0.08	107.95
6.10	0.16	107.95
6.20	0.17	107.95
6.30	0.10	107.95
6.40	0.18	107.95
6.50	0.14	107.95
6.60	0.17	107.95
6.70	0.21	107.93
6.80	0.10	107.93
6.90	0.10	107.93
7.00	0.09	107.93
7.10	0.05	107.92
7.20	0.00	107.92
7.30	0.02	107.91
7.40	0.12	107.91
7.50	0.02	107.91
7.60	0.17	107.91
7.70	0.12	107.90
7.80	0.01	107.90
7.90	0.15	107.89
8.00	0.02	107.89
8.10	0.24	107.88
8.20	0.04	107.88
8.30	0.07	107.88
8.40	0.07	107.88
8.50	0.02	107.87
8.60	0.10	107.87
8.70	0.03	107.86
8.80	0.24	107.86
8.90	0.24	107.85
9.00	0.06	107.85
9.10	0.20	107.84
9.20	0.21	107.84
9.30	0.18	107.84
9.40	0.22	107.84
9.50	0.27	107.83
9.60	0.25	107.83
9.70	0.05	107.83
9.80	0.17	107.83
9.90	0.27	107.82
10.00	0.26	107.82
10.10	0.12	107.81
10.20	0.46	107.81
10.30	0.22	107.80
10.40	0.74	107.80
10.50	0.50	107.80
10.60	0.57	107.79
10.70	0.63	107.79
10.80	0.62	107.79
10.90	0.90	107.79
11.00	1.21	107.77
11.10	1.80	107.77
11.20	2.27	107.76
11.30	3.30	107.76
11.40	4.70	107.75
11.50	5.77	107.75
11.60	6.78	107.76
11.70	8.25	107.76
11.80	9.67	107.75
11.90	11.77	107.75
12.00	13.50	107.74
12.10	16.32	107.74
12.20	19.50	107.73
12.30	23.96	107.73
12.40	28.13	107.72
12.50	33.77	107.72
12.60	37.51	107.71
12.70	41.50	107.71
12.80	44.67	107.70
12.90	48.77	107.70
13.00	52.96	107.70
13.10	58.39	107.70
13.20	62.88	107.69
13.30	68.21	107.69
13.40	73.34	107.68
13.50	77.92	107.68
13.60	82.55	107.67
13.70	87.97	107.67
13.80	92.88	107.66
13.90	98.24	107.66
14.00	103.02	107.65
14.10	107.68	107.65
14.20	113.05	107.65
14.30	117.45	107.65
14.40	122.35	107.64
14.50	126.22	107.64
14.60	130.10	107.63
14.70	134.49	107.63
14.80	138.28	107.62
14.90	142.85	107.62
15.00	146.69	107.62
