Frank-Hertz Experiment		
		
Vr(V)= 4.0		
Cathode Heater Current (mA) = 320		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
0.00	0.14	163.57
0.10	0.12	163.57
0.20	0.12	163.59
0.30	0.03	163.59
0.40	0.13	163.62
0.50	0.04	163.62
0.60	0.12	163.64
0.70	0.07	163.64
0.80	0.43	163.66
0.90	0.17	163.66
1.00	0.07	163.68
1.10	0.15	163.68
1.20	0.01	163.71
1.30	0.08	163.71
1.40	0.05	163.73
1.50	0.08	163.73
1.60	0.26	163.75
1.70	0.16	163.75
1.80	0.12	163.75
1.90	0.05	163.78
2.00	0.07	163.78
2.10	0.14	163.81
2.20	0.16	163.81
2.30	0.13	163.83
2.40	0.08	163.83
2.50	0.58	163.86
2.60	0.20	163.86
2.70	0.13	163.88
2.80	0.20	163.88
2.90	0.22	163.91
3.00	0.11	163.91
3.10	0.33	163.93
3.20	0.22	163.93
3.30	0.18	163.96
3.40	0.12	163.96
3.50	0.25	163.98
3.60	0.30	163.98
3.70	0.17	164.01
3.80	0.25	164.01
3.90	0.30	164.03
4.00	0.30	164.03
4.10	0.27	164.06
4.20	0.22	164.06
4.30	0.19	164.08
4.40	0.26	164.08
4.50	0.25	164.11
4.60	0.13	164.11
4.70	0.28	164.13
4.80	0.11	164.13
4.90	1.04	164.15
5.00	0.01	164.15
5.10	0.15	164.18
5.20	0.04	164.18
5.30	0.09	164.20
5.40	0.15	164.20
5.50	0.21	164.23
5.60	0.18	164.23
5.70	0.35	164.25
5.80	0.44	164.25
5.90	0.54	164.28
6.00	5.07	164.28
6.10	0.34	164.28
6.20	0.63	164.30
6.30	1.16	164.30
6.40	1.31	164.33
6.50	1.34	164.33
6.60	1.24	164.35
6.70	1.36	164.35
6.80	1.17	164.38
6.90	1.16	164.38
7.00	1.07	164.40
7.10	0.99	164.40
7.20	1.08	164.42
7.30	1.04	164.42
7.40	0.91	164.44
7.50	0.93	164.44
7.60	1.00	164.46
7.70	0.86	164.46
7.80	0.76	164.48
7.90	0.78	164.48
8.00	0.78	164.50
8.10	0.70	164.50
8.20	0.74	164.52
8.30	0.77	164.52
8.40	0.55	164.54
8.50	0.60	164.54
8.60	0.48	164.57
8.70	0.63	164.57
8.80	0.62	164.59
8.90	0.43	164.59
9.00	0.33	164.61
9.10	0.52	164.61
9.20	0.31	164.64
9.30	0.34	164.64
9.40	0.50	164.65
9.50	0.39	164.65
9.60	0.33	164.68
9.70	0.29	164.68
9.80	0.30	164.70
9.90	0.30	164.70
10.00	0.20	164.70
10.10	0.08	164.72
10.20	0.28	164.72
10.30	0.41	164.73
10.40	0.71	164.73
10.50	0.71	164.75
10.60	0.97	164.75
10.70	1.51	164.76
10.80	1.97	164.76
10.90	2.60	164.78
11.00	3.34	164.78
11.10	3.59	164.79
11.20	3.86	164.79
11.30	3.89	164.80
11.40	3.61	164.80
11.50	3.16	164.81
11.60	2.83	164.81
11.70	2.52	164.83
11.80	2.12	164.83
11.90	1.99	164.84
12.00	1.80	164.84
12.10	1.69	164.85
12.20	1.59	164.85
12.30	1.17	164.86
12.40	1.09	164.86
12.50	1.05	164.87
12.60	0.86	164.87
12.70	0.74	164.88
12.80	0.75	164.88
12.90	0.54	164.89
13.00	0.65	164.89
13.10	0.56	164.90
13.20	0.36	164.90
13.30	0.49	164.90
13.40	0.63	164.90
13.50	0.48	164.92
13.60	0.56	164.92
13.70	0.25	164.92
13.80	0.32	164.92
13.90	0.52	164.93
14.00	0.31	164.93
14.10	0.28	164.93
14.20	0.43	164.93
14.30	0.23	164.93
14.40	0.26	164.95
14.50	0.35	164.95
14.60	0.14	164.95
14.70	0.14	164.95
14.80	0.34	164.96
14.90	0.36	164.96
15.00	0.37	164.96
15.10	0.60	164.96
15.20	0.62	164.96
15.30	1.11	164.96
15.40	1.55	164.97
15.50	2.11	164.97
15.60	3.11	164.97
15.70	3.72	164.97
15.80	4.83	164.97
15.90	5.38	164.97
16.00	5.90	164.98
16.10	5.88	164.98
16.20	5.51	164.99
16.30	5.06	164.99
16.40	4.32	164.99
16.50	3.70	164.99
16.60	3.33	164.99
16.70	2.98	164.99
16.80	2.72	164.99
16.90	2.21	164.99
17.00	1.83	165.00
17.10	1.58	165.00
17.20	1.37	165.00
17.30	1.22	165.00
17.40	1.06	165.00
17.50	0.82	165.00
17.60	0.85	165.00
17.70	0.66	165.00
17.80	0.48	165.00
17.90	0.43	165.00
18.00	0.24	165.00
18.10	0.22	165.00
18.20	0.32	165.00
18.30	0.18	165.00
18.40	0.14	165.00
18.50	0.16	164.99
18.60	0.12	164.99
18.70	0.26	165.00
18.80	0.17	165.00
18.90	0.05	164.99
19.00	0.05	164.99
19.10	0.14	164.99
19.20	0.07	164.99
19.30	0.07	164.98
19.40	0.13	164.98
19.50	0.03	164.98
19.60	0.05	164.98
19.70	0.08	164.98
19.80	0.06	164.98
19.90	0.34	164.97
20.00	0.68	164.97
20.10	1.24	164.97
20.20	1.81	164.97
20.30	2.67	164.96
20.40	3.37	164.96
20.50	4.33	164.96
20.60	5.32	164.96
20.70	6.31	164.96
20.80	6.76	164.96
20.90	7.09	164.95
21.00	7.21	164.95
21.10	6.91	164.93
21.20	6.59	164.93
21.30	6.10	164.93
21.40	5.58	164.93
21.50	5.15	164.93
21.60	4.56	164.93
21.70	4.13	164.92
21.80	3.57	164.92
21.90	3.06	164.91
22.00	2.66	164.91
22.10	2.22	164.90
22.20	1.93	164.90
22.30	1.64	164.90
22.40	1.49	164.90
22.50	1.30	164.88
22.60	1.09	164.88
22.70	0.92	164.88
22.80	0.82	164.88
22.90	0.66	164.87
23.00	0.55	164.87
23.10	0.51	164.87
23.20	0.43	164.85
23.30	0.23	164.85
23.40	0.33	164.84
23.50	0.44	164.84
23.60	0.34	164.83
23.70	0.16	164.83
23.80	0.27	164.82
23.90	0.39	164.82
24.00	0.14	164.81
24.10	0.16	164.81
24.20	0.33	164.79
24.30	0.16	164.79
24.40	0.00	164.78
24.50	0.29	164.78
24.60	0.44	164.77
24.70	0.48	164.77
24.80	0.63	164.76
24.90	1.09	164.76
25.00	1.62	164.74
25.10	2.32	164.74
25.20	3.27	164.73
25.30	4.01	164.73
25.40	5.08	164.72
25.50	5.99	164.72
25.60	6.71	164.70
25.70	7.33	164.70
25.80	7.82	164.69
25.90	7.80	164.69
26.00	8.08	164.67
26.10	8.05	164.67
26.20	7.79	164.65
26.30	7.47	164.65
26.40	7.14	164.64
26.50	6.57	164.64
26.60	6.10	164.62
26.70	5.37	164.62
26.80	4.92	164.60
26.90	4.28	164.60
27.00	3.87	164.58
27.10	3.35	164.58
27.20	3.00	164.56
27.30	2.65	164.56
27.40	2.24	164.56
27.50	2.08	164.54
27.60	1.82	164.54
27.70	1.70	164.53
27.80	1.20	164.53
27.90	1.13	164.50
28.00	0.94	164.50
28.10	0.98	164.49
28.20	0.73	164.49
28.30	0.71	164.46
28.40	0.64	164.46
28.50	0.68	164.44
28.60	0.45	164.44
28.70	0.46	164.42
28.80	0.44	164.42
28.90	0.57	164.40
29.00	0.46	164.40
29.10	0.46	164.38
29.20	0.32	164.38
29.30	0.47	164.35
29.40	0.44	164.35
29.50	0.56	164.34
29.60	0.72	164.34
29.70	1.04	164.32
29.80	1.54	164.32
29.90	2.03	164.29
30.00	2.60	164.29
